	0	-95.0061
	0.13098	-94.5061
	0.258538	-94.0061
	0.327778	-93.5061
	0.32317	-93.0061
	0.33399	-92.5061
	0.431237	-92.0061
	0.450925	-91.5061
	0.594974	-91.0061
	0.486459	-90.5061
	0.245521	-90.0061
	0.369645	-89.5061
	0.331317	-89.0061
	0.6049949999999999	-88.5061
	0.481367	-88.0061
	0.155421	-87.5061
	-0.123333	-87.0061
	-0.319229	-86.5061
	0.0537	-86.0061
	0.418236	-85.5061
	0.663458	-85.0061
	0.573905	-84.5061
	0.553737	-84.0061
	0.609646	-83.5061
	0.877099	-83.0061
	0.945167	-82.5061
	0.845938	-82.0061
	0.757911	-81.5061
	0.769377	-81.0061
	0.8007949999999999	-80.5061
	1.19838	-80.0061
	1.5075	-79.5061
	1.72041	-79.0061
	1.3852	-78.5061
	1.2109	-78.0061
	1.42658	-77.5061
	1.89949	-77.0061
	1.77107	-76.5061
	1.66168	-76.0061
	1.49286	-75.5061
	1.72973	-75.0061
	1.91327	-74.5061
	1.96962	-74.0061
	2.06829	-73.5061
	2.06417	-73.0061
	2.03636	-72.5061
	1.86666	-72.0061
	1.76336	-71.5061
	1.75987	-71.0061
	1.90077	-70.5061
	2.04631	-70.0061
	2.23034	-69.5061
	2.45287	-69.0061
	2.2144	-68.5061
	2.11763	-68.0061
	2.20505	-67.5061
	2.6122	-67.0061
	2.90682	-66.5061
	2.84	-66.0061
	2.8275	-65.5061
	2.53615	-65.0061
	2.43631	-64.5061
	2.46077	-64.0061
	2.7242	-63.5061
	2.81678	-63.0061
	2.79161	-62.5061
	2.90042	-62.0061
	3.18835	-61.5061
	3.41003	-61.0061
	3.18091	-60.5061
	2.90022	-60.0061
	2.71637	-59.5061
	2.99475	-59.0061
	3.25294	-58.5061
	3.57403	-58.0061
	3.84051	-57.5061
	4.05799	-57.0061
	4.1967	-56.5061
	4.24804	-56.0061
	4.25819	-55.5061
	4.257750000000001	-55.0061
	4.20647	-54.5061
	4.14005	-54.0061
	3.98122	-53.5061
	4.02963	-53.0061
	4.19918	-52.5061
	4.47437	-52.0061
	4.64731	-51.5061
	4.835940000000001	-51.0061
	5.05754	-50.5061
	4.970429999999999	-50.0061
	4.63097	-49.5061
	4.3734	-49.0061
	4.480289999999999	-48.5061
	4.82425	-48.0061
	5.10386	-47.5061
	5.37372	-47.0061
	5.53122	-46.5061
	5.38144	-46.0061
	5.193009999999999	-45.5061
	5.18101	-45.0061
	5.56402	-44.5061
	6.07335	-44.0061
	6.41756	-43.5061
	6.58465	-43.0061
	6.734310000000001	-42.5061
	7.057779999999999	-42.0061
	7.30058	-41.5061
	7.17972	-41.0061
	7.03572	-40.5061
	7.15659	-40.0061
	7.31494	-39.5061
	7.19368	-39.0061
	6.87752	-38.5061
	7.09757	-38.0061
	7.44097	-37.5061
	7.84138	-37.0061
	7.874759999999999	-36.5061
	8.099640000000001	-36.0061
	8.310829999999999	-35.5061
	8.637779999999999	-35.0061
	8.669140000000001	-34.5061
	9.00024	-34.0061
	9.346399999999999	-33.5061
	9.837619999999999	-33.0061
	10.0279	-32.5061
	10.1335	-32.0061
	10.0184	-31.5061
	10.0464	-31.0061
	9.976660000000001	-30.5061
	10.1256	-30.0061
	10.1938	-29.5061
	10.3297	-29.0061
	10.3604	-28.5061
	10.2379	-28.0061
	10.0771	-27.5061
	9.92442	-27.0061
	9.837260000000001	-26.5061
	9.60628	-26.0061
	9.23504	-25.5061
	8.77941	-25.0061
	8.405320000000001	-24.5061
	8.30639	-24.0061
	8.281029999999999	-23.5061
	8.15544	-23.0061
	7.90307	-22.5061
	7.59431	-22.0061
	7.50564	-21.5061
	7.510529999999999	-21.0061
	7.4976	-20.5061
	7.29969	-20.0061
	7.0455	-19.5061
	7.18014	-19.0061
	7.341839999999999	-18.5061
	7.44011	-18.0061
	7.34204	-17.5061
	7.37243	-17.0061
	7.28677	-16.5061
	7.23036	-16.0061
	7.176229999999999	-15.5061
	7.22793	-15.0061
	7.25451	-14.5061
	7.16045	-14.0061
	7.004619999999999	-13.5061
	6.70355	-13.0061
	6.48651	-12.5061
	6.32137	-12.0061
	6.108350000000001	-11.5061
	5.85691	-11.0061
	5.7091	-10.5061
	5.43365	-10.0061
	5.040010000000001	-9.50609
	4.62778	-9.00609
	4.4598	-8.50609
	4.214	-8.00609
	3.97681	-7.50609
	3.57875	-7.00609
	3.24866	-6.50609
	2.60486	-6.00609
	2.13004	-5.50609
	1.65377	-5.00609
	1.44261	-4.50609
	1.17179	-4.00609
	0.897594	-3.50609
	0.530676	-3.00609
	0.0979	-2.50609
	-0.348348	-2.00609
	-0.5651630000000001	-1.50609
	-0.546848	-1.00609
	-0.294436	-0.506089
	0	-0.00608932
